action: resupply[$c1],action: resupply[$c2],action: resupply[$c3],action: resupply[$c4],states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
0,44,164,159,96,5,36,368
0,182,128,3,91,13,47,375
0,453,17,0,86,5,45,369
0,405,0,0,81,13,56,363
0,427,0,0,76,13,54,357
0,0,232,151,71,26,52,351
0,376,0,96,66,18,71,366
0,0,298,0,61,10,69,360
46,367,24,0,56,2,88,354
230,0,148,0,66,0,86,348
0,253,18,0,74,0,84,342
495,0,0,0,69,13,95,336
156,25,194,0,72,5,93,330
0,0,171,269,85,0,91,324
0,266,8,183,80,0,102,331
208,51,0,179,75,0,100,325
155,301,0,0,83,0,98,319
143,0,0,347,91,0,96,313
440,4,0,20,99,0,94,307
0,327,0,0,107,0,92,301
435,0,7,0,102,13,90,295
0,102,280,42,118,5,88,289
0,0,347,0,113,18,104,301
121,164,0,106,108,10,102,295
222,0,61,30,109,2,100,289
291,138,0,0,119,0,98,283
470,0,0,0,127,0,96,277
135,0,344,0,135,0,94,271
0,0,83,41,143,0,92,265
174,225,0,0,138,0,103,272
0,70,0,270,133,0,101,266
351,0,75,0,128,13,99,273
144,0,294,0,131,5,97,267
128,0,9,327,144,0,95,261
73,0,3,343,152,0,93,255
0,0,470,0,160,0,91,249
0,0,45,339,155,0,102,243
389,0,0,0,150,0,113,250
184,168,112,0,145,0,111,244
0,0,0,350,153,0,109,238
0,0,0,499,148,0,107,245
0,417,0,0,143,0,105,252
0,267,0,0,138,13,103,246
0,216,0,252,133,26,101,240
240,0,181,0,128,39,99,255
0,386,0,0,123,31,97,249
0,252,215,0,118,44,95,243
0,0,481,0,113,57,114,237
0,274,0,0,108,49,112,231
0,0,14,366,103,62,110,225
56,0,224,0,98,54,122,240
292,192,0,0,100,46,120,234
0,470,0,0,116,38,118,228
0,227,269,0,111,51,116,222
98,0,15,96,106,64,135,216
0,376,80,0,101,56,133,210
243,120,0,0,96,69,152,204
381,0,0,11,91,61,150,198
76,295,44,0,107,53,148,192
0,128,0,310,123,45,146,186
0,0,172,138,118,58,144,201
0,173,41,0,113,50,142,195
0,0,117,267,108,63,161,189
247,0,0,253,103,55,159,183
0,0,452,0,119,47,157,177
0,0,117,298,114,39,176,171
0,0,28,379,109,31,195,186
453,0,0,0,104,23,193,180
128,0,250,45,120,15,191,174
0,491,0,0,136,7,189,168
168,0,309,0,131,20,187,162
0,0,0,498,147,12,185,156
0,444,0,7,0,0,0,0
0,195,0,0,0,444,0,7
68,46,128,72,0,499,0,1
16,0,0,250,9,491,0,0
0,0,0,340,17,483,0,0
0,0,439,0,12,475,0,13
209,253,0,0,7,467,19,7
0,228,127,126,23,459,17,1
214,0,146,0,18,467,31,16
0,35,0,409,13,459,29,10
484,0,0,1,8,461,27,14
0,260,136,0,14,453,25,8
0,97,213,0,9,466,44,2
0,101,396,0,4,458,42,0
0,343,0,0,0,460,50,0
399,0,0,0,0,452,48,0
474,0,0,0,10,444,46,0
8,252,87,0,20,436,44,0
161,0,156,16,23,435,49,0
121,23,0,120,26,427,47,0
0,0,259,0,36,419,45,0
0,166,0,205,31,411,58,0
0,0,89,208,26,418,56,15
1,454,0,43,21,410,60,15
0,426,0,0,17,416,58,23
0,0,0,407,12,415,56,17
0,406,0,0,7,407,54,32
0,172,267,0,2,420,52,26
0,0,81,287,0,430,68,20
0,496,0,0,0,422,66,14
0,187,150,0,0,428,64,8
0,81,82,288,0,436,78,2
498,0,0,0,0,428,76,0
53,24,0,0,6,420,74,0
85,0,0,384,16,412,72,0
0,153,280,0,26,404,70,0
307,0,121,0,21,411,83,0
0,487,0,0,16,403,81,0
12,0,161,323,11,410,79,0
0,279,0,179,18,402,80,3
408,0,28,0,13,409,78,15
76,246,0,0,14,401,76,9
149,307,0,0,30,393,74,3
0,0,0,363,43,385,72,0
417,0,0,0,38,377,70,15
0,0,0,321,54,369,68,9
0,0,446,0,49,361,66,24
0,29,396,0,44,353,85,18
0,0,0,376,39,366,104,12
0,91,0,79,34,358,102,6
0,112,356,0,29,371,100,21
0,54,58,111,24,363,98,15
0,274,169,0,19,376,117,30
17,1,128,298,14,368,115,24
207,72,41,23,9,360,113,18
0,379,0,0,25,352,111,12
223,0,0,168,20,365,109,6
205,2,148,0,36,357,107,0
0,0,0,435,46,349,105,0
9,428,0,0,41,341,103,15
234,92,0,143,45,345,101,9
0,363,82,4,61,337,99,3
0,0,361,0,56,347,115,4
0,0,259,126,51,339,113,0
0,0,0,429,46,331,123,12
0,194,0,281,41,323,121,15
0,52,270,94,36,336,119,30
0,87,385,0,31,328,117,24
0,0,447,24,26,341,136,18
332,0,0,47,21,333,134,12
86,0,77,229,37,325,132,6
0,0,250,84,53,317,130,0
0,221,0,232,48,309,143,15
206,0,0,69,43,307,141,15
0,35,183,148,53,299,139,9
417,0,0,0,48,312,158,24
0,463,0,0,43,304,156,18
142,141,0,163,38,296,154,12
90,0,70,6,54,288,152,6
0,36,0,451,70,280,150,0
0,0,243,89,65,287,148,15
0,0,0,182,60,279,152,15
0,332,0,0,55,271,150,24
215,137,0,0,50,284,148,18
299,0,91,69,66,276,146,12
372,50,0,59,82,268,144,6
0,0,335,0,98,260,142,0
189,0,0,220,93,252,155,0
0,3,392,0,103,244,153,0
32,53,145,0,98,239,166,0
173,0,0,315,105,231,164,0
0,0,0,498,115,223,162,0
0,0,0,481,110,215,160,15
51,0,190,221,105,207,158,30
474,0,0,2,121,199,156,24
319,0,0,133,137,191,154,18
91,0,331,0,153,183,152,12
482,0,0,0,169,175,150,6
31,0,0,423,185,167,148,0
0,0,0,150,195,159,146,0
0,253,0,143,0,0,0,0
201,0,279,0,0,253,0,143
0,191,106,97,118,245,0,137
0,150,0,191,113,256,19,150
0,0,195,255,108,248,17,144
99,0,229,26,103,240,19,142
0,0,353,53,115,232,17,136
18,0,0,433,110,224,36,151
0,0,375,0,105,216,34,145
210,174,52,56,100,208,53,139
0,466,0,0,116,200,51,133
5,0,278,110,111,213,49,127
39,292,70,47,111,205,63,137
0,141,0,316,111,197,61,131
196,0,35,160,106,210,59,146
210,0,23,170,101,202,57,140
0,79,99,178,117,194,55,134
312,0,0,73,112,207,74,149
0,85,0,326,107,199,72,143
0,103,50,173,102,191,70,137
436,29,0,0,97,204,89,152
0,0,417,0,92,196,87,146
0,496,0,0,87,188,85,140
0,400,0,55,82,201,83,134
26,6,32,35,77,214,81,149
0,143,0,330,72,206,79,143
0,185,230,0,67,219,77,158
44,298,145,0,62,211,75,152
136,75,0,0,78,203,73,146
162,47,53,97,94,195,71,140
414,0,74,0,110,187,69,134
54,136,196,0,126,179,67,128
129,46,0,250,142,171,65,122
149,268,0,0,158,163,63,116
134,90,44,92,174,155,61,110
245,107,0,85,190,147,59,104
98,346,0,0,206,139,57,98
0,395,0,0,222,131,55,92
0,80,0,394,217,144,53,86
287,0,121,0,212,157,51,101
81,0,311,0,207,149,49,95
365,0,40,0,223,141,47,89
282,0,206,0,239,133,45,83
0,439,0,0,255,125,43,77
0,87,163,0,250,138,41,71
0,265,232,0,245,151,60,65
0,131,0,267,240,143,58,59
0,0,0,403,235,156,56,74
0,0,459,0,230,148,54,68
94,65,47,117,225,140,73,62
215,256,23,0,241,132,71,56
165,0,201,0,257,124,69,50
42,0,450,0,273,116,67,44
177,224,82,0,289,108,65,38
0,20,313,33,305,100,63,32
119,35,241,0,300,112,82,47
0,0,218,0,295,104,80,41
453,0,0,0,290,96,79,35
428,0,0,27,306,88,77,29
0,0,0,428,322,80,75,23
0,400,0,0,317,72,73,38
92,97,0,223,312,85,71,32
0,0,0,361,328,77,69,26
0,0,350,0,323,69,67,41
450,39,0,0,318,61,86,35
401,0,66,0,334,53,84,29
448,0,0,0,350,45,82,23
0,26,171,253,366,37,80,17
179,207,24,89,361,50,99,32
0,335,0,120,356,42,97,26
19,25,343,52,351,34,95,20
410,1,66,0,365,28,95,16
84,33,242,0,377,20,93,10
117,364,0,0,393,12,91,4
488,0,6,0,407,4,89,0
128,232,0,0,413,0,87,0
0,0,21,378,415,0,85,0
0,469,0,0,410,0,90,7
0,487,0,0,405,6,88,1
0,212,0,0,400,14,86,0
46,91,50,0,395,21,84,0
0,285,0,210,405,13,82,0
35,89,0,72,400,20,80,15
0,309,61,0,401,12,78,9
179,0,0,279,396,25,97,3
0,410,0,0,391,17,95,0
0,341,0,54,386,21,93,0
322,0,176,0,381,28,91,15
0,0,227,130,382,20,89,9
0,276,43,134,377,12,108,24
0,0,498,0,372,4,106,18
105,0,328,45,367,0,121,12
0,295,158,0,375,0,119,6
62,217,0,0,370,13,130,0
0,0,217,0,367,5,128,0
19,295,0,0,362,0,138,0
0,0,0,490,364,0,136,0
0,0,257,235,359,0,134,7
0,69,0,286,354,0,145,14
336,121,0,0,349,0,143,8
407,0,0,3,0,0,0,0
161,148,0,130,407,0,0,3
0,388,0,0,500,0,0,0
18,130,8,0,495,5,0,0
167,10,114,0,500,0,0,0
0,0,79,207,500,0,0,0
19,67,0,216,495,0,5,5
0,0,0,292,497,0,3,0
157,57,0,126,492,0,1,7
278,0,86,0,499,0,0,1
232,0,42,15,500,0,0,0
461,0,0,0,500,0,0,0
40,0,282,0,500,0,0,0
0,0,453,0,500,0,0,0
9,122,200,0,495,0,5,0
140,179,0,87,497,0,3,0
0,0,299,0,499,0,1,0
190,237,0,0,494,0,6,0
83,0,405,11,496,0,4,0
0,0,361,91,498,0,2,0
0,486,0,0,493,0,7,7
53,0,199,80,488,6,5,1
328,0,0,0,497,0,3,0
0,495,0,0,499,0,1,0
353,112,0,0,494,6,0,0
318,0,0,0,500,0,0,0
0,0,22,384,500,0,0,0
469,0,0,0,495,0,5,5
338,0,98,3,497,0,3,0
407,84,0,0,499,0,1,0
56,0,434,0,500,0,0,0
0,425,0,23,500,0,0,0
232,0,0,157,495,5,0,5
0,111,317,0,500,0,0,0
0,0,200,137,495,5,5,0
0,0,425,0,490,0,10,7
0,0,194,227,485,0,14,1
0,238,140,0,480,0,20,8
344,0,0,0,475,5,23,2
0,0,0,477,479,0,21,0
0,208,99,130,474,0,19,7
85,301,0,83,469,13,30,14
333,0,51,0,464,5,28,8
41,38,0,0,472,0,26,2
0,0,49,348,476,0,24,0
199,0,145,48,471,0,29,7
81,0,201,0,472,0,27,1
95,0,0,204,475,0,25,0
124,76,0,229,477,0,23,0
0,0,0,328,479,0,21,0
0,435,0,0,474,0,19,7
0,0,218,2,469,13,17,1
0,0,0,305,464,5,31,2
36,314,83,57,459,0,29,12
230,38,0,0,467,0,27,6
405,0,0,30,475,0,25,0
33,0,287,125,477,0,23,0
84,96,228,0,479,0,21,0
0,360,0,77,481,0,19,0
29,0,28,306,476,7,17,7
266,76,0,0,484,0,15,1
133,0,350,0,487,0,13,0
33,391,39,0,489,0,11,0
0,370,0,75,491,0,9,0
468,0,0,0,486,7,7,7
56,293,0,78,494,0,5,1
0,0,461,0,497,0,3,0
103,0,0,372,492,0,8,0
20,87,344,0,494,0,6,0
0,270,24,157,496,0,4,0
0,224,182,0,491,7,9,7
0,0,189,7,486,6,13,1
149,0,0,232,481,0,19,7
0,479,0,0,482,0,17,1
0,150,168,92,477,8,15,0
24,333,0,0,472,15,28,15
109,346,0,0,467,7,26,9
0,102,0,183,473,0,24,3
0,312,186,0,468,10,22,10
0,0,0,450,463,13,31,4
0,186,250,0,458,5,29,8
0,0,329,106,453,18,45,2
0,393,0,0,448,10,43,0
0,0,225,269,443,16,41,0
18,370,0,0,438,8,54,15
0,0,0,318,439,0,52,9
0,234,0,4,434,0,50,16
340,28,0,0,429,13,48,14
0,0,60,421,441,5,46,8
309,0,67,59,436,0,62,20
0,0,268,12,431,0,60,14
135,15,183,9,426,0,66,16
0,402,0,0,426,0,64,10
0,0,311,0,421,13,62,4
465,0,0,0,416,5,79,0
61,282,128,0,423,0,77,0
0,0,0,472,425,0,75,0
138,112,42,0,420,0,73,7
371,0,0,0,428,0,71,1
0,194,271,0,431,0,69,0
108,0,70,129,0,0,0,0
0,0,479,0,108,0,70,129
0,456,0,0,103,0,274,123
53,352,9,0,98,13,272,117
32,0,363,0,114,5,270,111
0,123,60,244,127,0,268,105
0,0,0,478,122,13,279,112
0,64,301,0,117,5,277,106
0,0,0,449,112,13,288,100
0,0,393,0,107,5,286,102
381,83,0,0,102,0,302,96
0,7,40,439,110,0,300,90
203,70,80,0,105,7,311,97
0,393,0,32,100,0,309,91
45,377,0,0,95,13,307,98
0,0,378,0,98,5,305,92
393,0,0,98,93,0,321,86
0,89,0,356,101,0,319,80
0,0,0,447,96,13,317,87
262,0,74,0,91,5,315,89
0,242,32,12,104,0,313,83
131,0,55,111,99,13,324,89
337,74,0,40,94,5,322,83
0,0,0,491,103,0,320,77
72,0,0,354,98,0,318,84
413,0,50,33,106,0,316,78
0,0,314,91,114,0,314,72
0,0,475,0,109,0,325,79
0,0,34,459,104,0,323,73
93,207,116,0,99,0,334,80
0,114,0,215,94,0,332,74
115,222,4,0,89,13,330,81
168,63,0,0,92,5,328,75
358,0,0,0,105,0,326,69
30,171,0,287,113,0,324,63
4,0,191,148,121,0,322,57
163,314,0,0,120,0,329,60
0,0,479,0,119,0,327,54
88,195,54,32,114,0,338,48
76,121,215,0,122,0,336,42
0,309,0,167,130,0,334,36
10,382,12,0,125,13,332,43
87,0,169,97,128,5,330,37
0,385,0,41,141,0,328,31
373,0,0,0,136,13,326,38
82,19,395,0,139,5,324,32
0,0,338,0,152,0,322,26
65,121,265,0,147,0,333,20
147,0,0,271,155,0,331,14
212,136,98,0,163,0,329,8
195,0,0,165,171,0,327,2
54,289,14,0,175,0,325,0
59,100,0,101,177,0,323,0
0,432,0,0,179,0,321,0
93,210,88,0,174,7,319,0
147,157,0,0,183,0,317,0
285,33,148,0,185,0,315,0
89,0,0,342,187,0,313,0
198,0,0,103,189,0,311,0
172,0,0,168,191,0,309,0
0,119,172,59,193,0,307,0
0,172,0,161,188,7,312,7
0,488,0,0,183,6,310,7
198,248,0,0,178,13,308,1
303,45,0,0,189,5,306,0
160,0,0,186,196,0,304,0
101,0,270,0,198,0,302,0
0,307,182,0,200,0,300,0
178,0,312,0,195,7,305,0
0,412,0,30,197,0,303,0
0,0,0,405,192,7,301,7
189,0,172,0,187,0,299,14
441,0,16,3,195,0,297,8
16,136,0,32,203,0,295,2
0,0,296,150,207,0,293,0
203,26,0,0,202,0,298,7
265,186,0,45,203,0,296,1
104,0,29,209,206,0,294,0
0,0,173,250,208,0,292,0
325,4,50,113,203,0,297,7
0,186,246,0,204,0,295,1
0,318,91,0,199,8,301,0
0,54,349,0,194,7,306,0
432,0,59,0,189,7,311,0
83,193,11,178,191,0,309,0
0,0,435,0,193,0,307,0
357,0,101,16,188,0,312,0
6,331,0,108,190,0,310,0
29,66,0,200,191,1,308,1
107,223,0,6,194,0,306,0
148,0,202,64,196,0,304,0
297,0,104,0,198,0,302,0
210,0,0,16,200,0,300,0
0,129,0,344,202,0,298,0
195,0,238,0,197,7,296,7
168,0,254,0,205,0,294,1
89,180,0,41,208,0,292,0
0,40,71,263,210,0,290,0
395,55,0,0,205,7,295,7
0,62,204,0,206,0,293,1
261,0,88,45,0,0,0,0
254,0,0,148,261,0,88,45
208,4,4,108,375,0,86,39
33,0,458,0,383,0,84,33
344,3,116,0,391,0,82,27
10,0,0,417,399,0,80,21
0,379,0,0,404,0,78,18
206,243,0,0,399,13,76,12
0,287,0,0,415,5,74,6
0,173,0,30,410,18,72,0
0,440,0,0,405,25,70,15
0,0,176,0,400,23,68,9
0,0,368,126,395,15,87,3
0,480,0,0,390,7,103,18
46,21,0,338,385,2,101,12
0,74,243,0,395,0,99,6
214,0,178,0,390,13,110,0
0,474,0,20,387,5,108,0
0,0,421,0,382,12,106,12
0,0,478,0,377,4,113,6
0,331,47,0,372,0,128,0
0,0,497,0,367,7,133,0
137,327,0,0,362,0,138,0
0,477,0,0,364,0,136,0
185,0,60,255,359,7,134,0
78,340,63,0,368,0,132,0
23,97,0,342,370,0,130,0
404,0,0,86,372,0,128,0
16,29,345,2,374,0,126,0
170,0,84,114,376,0,124,0
0,0,237,0,378,0,122,0
0,315,0,126,373,0,127,0
179,104,84,0,368,7,125,7
0,111,0,354,376,0,123,1
12,206,0,0,371,8,121,8
0,248,251,0,378,1,119,2
420,0,0,14,373,10,127,0
84,0,0,296,373,2,125,0
129,0,216,2,377,0,123,0
230,0,0,168,379,0,121,0
279,0,36,171,381,0,119,0
167,0,5,0,383,0,117,0
0,25,0,281,385,0,115,0
185,0,0,312,380,7,113,7
328,0,5,118,388,0,111,1
83,47,0,275,391,0,109,0
41,0,28,53,393,0,107,0
0,0,169,314,395,0,105,0
56,0,365,0,390,0,110,7
0,160,0,0,391,0,108,1
394,0,0,0,386,8,106,0
0,395,84,0,396,0,104,0
0,0,302,29,391,7,109,0
244,0,52,0,386,0,114,7
0,354,0,0,387,0,112,1
0,7,252,49,382,8,110,0
0,315,0,183,377,7,123,15
0,380,0,0,372,0,121,9
116,99,0,4,367,11,119,3
28,2,53,265,380,3,117,0
0,0,435,0,385,0,115,0
0,450,0,0,380,0,120,0
187,135,22,0,375,7,118,0
0,0,316,20,384,0,116,0
0,175,0,68,379,0,121,7
183,0,175,0,374,6,119,7
15,241,237,0,382,0,117,1
96,60,238,0,385,0,115,0
0,125,351,0,387,0,113,0
0,0,318,0,382,7,118,0
0,0,459,0,377,0,123,0
0,0,301,113,372,0,128,0
152,227,105,0,367,0,133,7
0,170,163,71,368,0,131,1
462,0,7,0,363,8,137,8
23,0,302,0,363,0,135,2
190,84,106,8,367,0,133,0
83,326,0,0,369,0,131,0
0,0,0,243,371,0,129,0
0,0,0,403,366,0,127,7
341,0,114,0,361,0,125,14
0,267,29,156,369,0,123,8
0,0,302,111,364,13,134,15
0,41,125,158,359,5,132,9
42,0,305,0,354,13,143,16
0,75,422,0,349,5,141,10
0,1,23,315,344,13,152,4
317,0,2,121,339,6,156,6
0,71,38,378,346,0,154,0
304,0,0,0,341,7,159,7
144,14,33,100,342,0,157,1
0,139,16,268,345,0,155,0
0,258,0,21,340,7,160,7
118,133,0,0,335,6,158,7
384,0,0,0,343,0,156,1
0,318,0,130,346,0,154,0
128,105,0,217,341,7,152,7
0,0,479,0,349,0,150,1
0,0,473,0,344,0,156,0
0,93,132,81,339,0,161,0
243,94,0,92,0,0,0,0
0,418,0,0,243,94,0,92
0,0,302,90,238,176,0,86
249,117,95,0,233,168,19,99
309,51,0,0,230,160,17,93
13,305,0,125,246,152,15,87
0,384,0,0,254,152,13,89
471,0,13,0,249,157,11,83
23,258,0,0,265,149,9,77
139,156,0,98,281,141,7,71
0,154,164,57,297,133,5,65
0,86,0,303,292,146,24,80
164,0,70,0,287,138,22,74
68,0,304,76,282,130,20,68
0,33,244,222,298,122,18,62
259,165,0,0,293,135,37,77
469,0,0,0,288,127,35,71
247,0,37,181,283,119,33,65
3,0,0,179,299,111,31,59
240,43,137,0,297,103,29,71
0,0,447,0,313,95,27,65
4,16,129,0,308,87,46,59
0,0,449,0,307,95,61,53
0,76,68,0,302,87,64,47
0,329,142,0,297,100,83,41
25,427,38,0,292,92,81,35
0,21,0,159,308,84,79,29
263,0,0,0,303,97,77,44
0,136,0,266,298,89,75,38
139,0,0,237,293,102,73,53
0,0,0,335,288,94,71,47
0,303,0,0,283,86,69,62
378,0,100,15,278,99,67,56
0,45,142,256,294,91,65,50
0,0,159,247,289,104,84,65
0,17,278,151,284,96,82,59
194,0,3,264,279,88,80,53
0,306,0,0,295,80,78,47
38,0,163,238,290,93,76,41
421,0,79,0,306,85,74,35
0,290,0,0,322,77,72,29
0,115,39,0,317,90,70,23
0,367,33,52,312,103,89,17
158,252,0,77,307,95,87,11
346,52,0,0,323,87,85,5
463,0,0,0,338,79,83,0
339,44,0,0,348,71,81,0
0,299,85,0,358,63,79,0
23,194,0,36,353,70,92,0
455,0,0,0,348,62,90,0
0,0,0,413,358,54,88,0
2,270,186,0,353,46,86,15
0,378,38,19,350,57,103,9
0,448,0,0,345,51,103,5
0,0,431,0,340,59,101,0
56,240,113,90,335,51,114,0
0,80,5,304,345,43,112,0
323,0,172,0,340,50,115,15
295,163,0,0,336,42,113,9
105,302,76,0,352,34,111,3
382,0,0,0,365,26,109,0
0,0,0,395,375,18,107,0
0,0,399,96,370,10,105,15
95,0,276,33,365,2,124,30
0,0,468,0,360,0,122,24
60,148,0,9,355,0,127,18
196,0,235,26,363,0,125,12
0,0,0,463,371,0,123,6
0,283,190,0,366,0,121,13
0,0,0,489,361,13,132,7
0,82,268,109,356,5,130,9
0,0,0,296,351,18,146,21
0,391,40,0,346,10,144,15
0,48,378,0,341,8,148,9
227,5,0,126,336,15,161,3
27,0,0,102,334,7,159,0
347,0,151,0,343,0,157,0
367,0,115,0,345,0,155,0
380,0,0,44,347,0,153,0
0,0,0,276,349,0,151,0
0,483,0,0,344,0,149,7
206,0,0,22,339,13,147,1
0,0,5,367,350,5,145,0
0,0,279,89,345,0,148,12
0,0,0,468,340,0,154,14
198,48,0,183,335,0,152,13
440,42,0,0,343,0,150,7
44,150,93,100,351,0,148,1
190,0,0,185,354,0,146,0
183,0,0,167,356,0,144,0
0,459,0,0,358,0,142,0
74,23,138,17,353,7,140,0
289,0,21,0,362,0,138,0
0,269,0,0,364,0,136,0
0,14,0,483,359,7,134,0
0,0,93,231,354,14,132,14
0,432,0,0,349,6,137,15
67,0,186,0,344,12,135,9
0,17,75,111,360,4,133,3
0,385,13,0,355,14,145,14
159,215,0,0,0,0,0,0
117,1,0,120,159,215,0,0
121,0,169,28,271,208,0,22
135,340,14,0,284,200,0,16
0,0,343,0,298,192,0,10
347,19,33,67,293,184,19,4
0,237,0,241,307,176,17,0
192,36,0,85,302,183,15,15
0,26,317,0,303,175,13,9
109,0,176,0,298,188,32,3
0,342,0,0,293,180,30,0
0,0,87,334,288,184,28,0
0,0,476,0,283,176,41,15
0,138,135,0,278,168,45,9
70,336,0,29,273,181,64,3
112,0,128,243,268,173,62,0
0,0,0,423,275,165,60,0
0,0,0,435,270,157,58,15
104,382,12,0,265,149,56,30
160,265,0,0,281,141,54,24
0,0,321,33,297,133,52,18
383,103,0,0,292,125,71,33
0,0,205,0,287,117,69,27
204,270,0,0,282,109,88,21
0,0,460,14,298,101,86,15
60,39,0,167,293,93,105,23
0,298,0,0,295,85,103,17
0,287,53,0,290,98,101,11
309,0,0,98,285,111,120,5
0,81,118,167,280,103,118,0
251,26,0,177,275,109,130,14
126,0,231,0,270,101,128,8
216,0,85,0,279,93,126,2
89,32,157,62,291,85,124,0
0,71,85,294,301,77,122,0
355,32,0,0,296,84,135,15
426,0,0,0,291,76,133,9
353,0,138,0,298,68,131,3
229,0,0,0,311,60,129,0
0,0,359,0,321,52,127,0
0,0,313,172,316,44,140,0
0,0,396,24,311,36,153,15
137,17,230,0,306,28,157,15
224,243,0,0,316,20,155,9
131,20,25,110,332,12,153,3
270,33,79,0,345,4,151,0
312,0,169,0,351,0,149,0
112,0,151,58,353,0,147,0
409,0,0,0,355,0,145,0
0,300,0,194,357,0,143,0
167,0,294,0,352,7,141,7
0,0,184,0,360,0,139,1
78,394,0,0,355,0,145,0
0,0,0,389,357,0,143,0
174,0,67,213,352,0,141,7
304,0,13,119,360,0,139,1
0,32,200,78,363,0,137,0
201,20,0,159,358,7,142,7
214,22,0,152,359,0,140,1
0,0,431,0,362,0,138,0
0,0,479,0,357,0,143,0
120,100,106,60,352,0,148,0
0,0,447,0,354,0,146,0
0,263,0,0,349,0,151,0
0,208,0,0,344,7,149,0
403,34,0,24,339,14,147,0
0,0,0,330,349,6,145,0
382,0,0,3,344,0,143,13
394,7,0,0,352,0,141,7
0,0,479,0,360,0,139,1
0,390,0,0,355,0,145,0
0,4,435,52,350,7,143,0
492,0,0,0,345,4,155,14
0,0,350,0,340,0,153,8
0,0,0,493,335,0,163,2
21,309,0,154,330,0,161,9
73,0,114,110,338,0,159,3
0,0,443,0,343,0,157,0
142,0,0,285,338,0,162,0
241,0,110,37,340,0,160,0
108,0,0,234,342,0,158,0
397,89,0,0,344,0,156,0
171,7,0,296,346,0,154,0
0,0,420,0,348,0,152,0
0,314,72,0,343,0,157,0
0,426,0,56,338,7,162,0
0,344,6,0,333,7,160,7
0,143,125,175,328,13,164,1
0,6,70,346,323,15,172,10
0,0,135,269,318,8,171,5
219,0,0,142,313,0,187,18
0,290,0,147,308,0,185,12
98,0,0,0,303,8,183,14
451,8,0,0,311,0,181,8
208,0,57,59,319,0,179,2
0,251,56,113,323,0,177,0
271,37,0,84,318,7,182,7
321,0,0,0,319,0,180,1
223,0,197,0,322,0,178,0
146,256,0,0,324,0,176,0
188,41,0,174,0,0,0,0
84,0,179,0,188,41,0,174
52,6,6,329,267,33,32,168
0,292,0,0,283,25,30,162
53,0,0,375,278,38,28,156
366,0,3,107,294,30,26,150
0,132,63,86,310,22,24,144
415,0,0,0,305,35,43,159
0,0,400,84,300,27,41,153
0,408,0,41,295,19,39,147
0,311,0,110,290,32,37,162
0,0,410,0,285,24,35,156
118,306,0,0,280,16,54,150
207,139,0,147,296,8,52,144
0,430,0,42,312,0,50,138
302,0,166,0,307,13,48,145
0,376,0,0,310,5,46,139
100,323,0,34,305,18,44,133
0,170,145,0,321,10,42,127
215,109,29,106,316,23,61,121
0,324,24,0,311,15,59,115
75,253,0,44,306,28,78,109
252,57,180,0,301,20,76,103
122,0,326,19,317,12,74,97
0,0,76,126,333,4,72,91
0,275,0,0,328,0,87,102
0,477,0,0,323,0,85,96
30,0,430,11,318,9,83,90
0,1,234,229,334,1,81,84
38,0,209,0,329,1,93,92
0,0,437,0,324,0,91,86
0,0,485,0,319,0,101,80
0,30,0,456,314,0,112,74
0,140,143,202,309,13,110,81
44,2,0,221,304,13,116,83
203,43,73,0,304,5,114,77
0,0,0,385,317,0,112,71
65,0,0,87,312,0,110,78
0,65,307,0,320,0,108,72
274,0,0,174,315,13,119,66
392,0,0,101,318,5,117,60
483,0,0,0,331,0,115,54
21,328,0,123,339,0,113,48
257,193,0,0,347,0,111,42
0,155,0,298,355,0,109,36
0,244,0,100,350,13,107,43
0,0,482,0,345,13,105,45
358,19,0,0,340,5,116,39
0,27,212,53,353,0,114,33
0,128,59,217,348,13,125,40
0,261,0,239,343,5,123,34
0,0,489,0,338,13,121,41
0,192,0,305,333,5,127,35
0,0,460,0,328,18,125,47
137,0,176,149,323,10,126,41
459,0,0,0,339,2,124,35
0,472,0,0,349,0,122,29
11,181,0,0,344,13,120,23
0,0,119,154,350,15,118,17
0,49,398,0,345,7,137,32
203,131,43,0,340,0,135,26
95,0,300,0,347,0,133,20
65,106,0,203,355,0,131,14
0,67,0,336,363,0,129,8
258,0,7,140,358,13,127,15
0,0,178,195,361,5,125,9
0,52,0,390,356,0,141,21
236,189,0,0,351,0,139,15
169,50,160,0,354,0,137,9
31,0,307,0,362,0,135,3
0,307,103,35,367,0,133,0
204,0,202,61,362,7,138,7
152,186,20,0,363,0,136,1
0,0,0,243,366,0,134,0
437,0,0,0,361,0,132,7
450,0,0,0,369,0,130,1
355,0,135,0,372,0,128,0
30,325,0,55,374,0,126,0
0,80,254,104,376,0,124,0
141,0,81,234,371,7,129,7
0,236,0,208,372,0,127,1
38,155,0,111,367,8,125,8
0,0,0,341,375,0,123,2
0,0,173,179,370,0,121,9
75,0,0,301,365,0,132,16
0,236,0,65,360,0,130,10
0,444,0,0,355,13,128,17
0,294,166,0,350,13,126,11
0,1,0,182,345,26,145,5
0,0,386,28,340,18,143,0
0,0,0,385,335,10,155,14
361,0,0,0,330,2,153,15
76,0,26,114,340,0,151,9
23,185,127,151,348,0,149,3
87,0,158,71,353,0,147,0
23,0,157,294,355,0,145,0
0,93,0,0,357,0,143,0
0,332,116,0,352,7,141,0
