states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
403,0,28,69
411,0,26,63
419,0,24,57
427,0,22,51
435,0,20,45
443,0,18,39
451,0,16,33
459,0,14,27
467,0,12,21
462,13,23,28
457,5,21,22
452,13,32,16
447,13,30,10
442,5,49,4
453,0,47,0
455,0,45,0
450,7,50,7
445,0,48,7
440,13,59,14
435,5,57,8
443,0,55,2
447,0,53,0
449,0,51,0
444,7,49,0
439,0,61,0
434,0,59,7
429,13,57,14
432,5,55,8
445,0,53,2
440,9,60,0
435,7,64,1
438,0,62,0
440,0,60,0
442,0,58,0
437,7,56,0
432,7,54,14
440,0,52,8
448,0,50,2
452,0,48,0
447,7,53,0
442,7,51,7
437,13,62,1
432,5,60,3
442,0,58,0
437,7,63,0
432,7,68,0
427,7,66,7
422,13,77,14
417,5,75,8
425,0,73,2
420,0,80,0
422,0,78,0
417,7,76,7
412,13,87,1
410,5,85,0
405,0,95,12
401,0,93,6
396,13,91,13
391,5,97,15
386,0,105,9
381,13,116,3
381,5,114,0
388,0,112,0
383,7,117,0
378,0,122,0
373,0,127,0
368,7,125,0
377,0,123,0
379,0,121,0
381,0,119,0
376,7,124,0
371,7,122,7
379,0,120,1
382,0,118,0
384,0,116,0
379,0,121,0
381,0,119,0
383,0,117,0
378,0,115,7
373,13,126,1
368,8,127,0
375,0,125,0
377,0,123,0
372,0,128,7
373,0,126,1
0,0,299,74
135,0,297,68
130,13,308,62
133,5,306,56
128,0,304,68
123,13,315,75
118,5,313,69
113,13,311,76
108,5,317,70
103,0,333,64
98,13,331,58
114,5,329,52
127,0,327,46
122,13,325,40
117,26,344,34
112,18,342,28
107,10,361,22
123,2,359,16
133,0,357,10
141,0,355,4
147,0,353,0
142,0,358,7
137,6,362,7
132,7,360,8
140,0,358,2
135,9,365,0
130,7,363,6
139,0,361,0
141,0,359,0
143,0,357,0
138,0,362,0
133,7,360,7
128,13,358,14
131,5,356,8
126,18,372,20
121,10,370,14
122,2,368,8
117,15,366,17
118,7,364,11
113,20,382,25
108,12,380,19
103,4,380,13
98,17,378,7
93,30,397,22
88,22,395,16
83,14,393,10
78,27,391,4
92,19,389,0
87,21,387,15
93,13,385,9
88,5,383,24
83,18,381,18
99,10,379,12
94,2,398,27
89,0,396,21
91,0,394,15
86,0,405,19
84,0,403,13
92,0,401,7
100,0,399,1
95,0,405,0
96,1,403,1
99,0,401,0
94,0,406,0
96,0,404,0
91,0,409,7
92,0,407,1
87,8,413,0
82,7,418,7
77,0,416,7
85,0,414,1
88,0,412,0
90,0,410,0
92,0,408,0
94,0,406,0
96,0,404,0
98,0,402,0
100,0,400,0
95,7,398,7
90,0,409,1
85,8,407,0
80,0,420,15
75,0,418,9
81,0,416,3
76,7,424,10
74,0,422,4
80,0,420,0
75,7,425,0
77,0,423,0
79,0,421,0
74,0,419,7
69,0,417,14
64,13,428,8
67,5,426,2
76,0,424,0
72,0,428,6
67,7,426,7
75,0,424,1
70,0,430,8
70,0,428,2
0,86,132,113
0,263,130,107
16,255,128,101
11,268,126,95
27,260,124,89
43,252,122,83
39,244,120,97
55,236,118,91
71,228,116,85
66,241,135,79
61,233,133,73
77,225,131,67
93,217,129,61
109,209,127,55
125,201,125,49
141,193,123,43
157,185,121,37
173,177,119,31
189,169,117,25
184,173,136,19
179,165,143,13
174,178,141,7
190,170,139,1
185,162,153,16
185,154,151,10
187,146,149,18
182,159,168,33
177,151,166,27
172,143,164,21
188,135,162,15
204,127,160,9
199,140,158,3
194,150,174,17
189,142,172,11
184,134,177,12
179,140,189,6
174,132,194,7
169,124,206,15
164,123,211,16
166,115,209,10
182,107,207,4
177,99,205,19
172,91,203,34
167,83,222,28
162,96,241,22
157,88,239,16
173,80,237,10
168,72,256,25
163,64,254,19
179,56,252,13
195,48,250,7
211,40,248,1
206,32,262,16
206,24,260,10
222,16,258,4
236,8,256,0
246,0,254,0
248,0,252,0
250,0,250,0
252,0,248,0
254,0,246,0
256,0,244,0
251,7,242,7
246,13,240,1
257,5,238,0
264,0,236,0
266,0,234,0
268,0,232,0
270,0,230,0
265,0,228,7
260,0,239,14
255,0,237,8
250,0,235,15
258,0,233,9
253,13,231,16
256,5,229,10
269,0,227,4
264,11,226,11
259,12,233,14
257,4,231,8
269,0,229,2
273,0,227,0
268,7,232,0
270,0,230,0
265,7,235,0
267,0,233,0
269,0,231,0
264,2,236,7
259,0,234,7
267,0,232,1
262,8,238,8
262,0,236,2
266,0,234,0
268,0,232,0
263,7,230,0
259,13,241,13
254,5,239,7
262,0,237,1
257,0,243,0
252,0,248,7
256,0,151,0
322,0,178,0
324,0,176,0
326,0,174,0
328,0,172,0
323,7,177,0
318,0,182,7
319,0,180,1
322,0,178,0
324,0,176,0
326,0,174,0
328,0,172,0
330,0,170,0
325,7,168,0
334,0,166,0
329,0,164,7
337,0,162,1
332,0,168,8
331,1,166,2
336,0,164,0
338,0,162,0
340,0,160,0
335,0,158,7
343,0,156,1
346,0,154,0
348,0,152,0
343,0,157,7
344,0,155,1
339,8,161,0
334,7,166,0
336,0,164,0
338,0,162,0
340,0,160,0
342,0,158,0
344,0,156,0
346,0,154,0
341,7,159,0
343,0,157,0
338,7,162,7
333,6,160,3
328,14,172,0
323,6,171,1
318,0,182,13
313,0,180,7
321,0,178,1
324,0,176,0
326,0,174,0
328,0,172,0
330,0,170,0
325,0,175,7
320,0,173,7
328,0,171,1
331,0,169,0
333,0,167,0
335,0,165,0
337,0,163,0
332,7,168,0
327,7,166,7
322,13,164,1
317,21,178,0
312,13,176,0
321,5,174,0
328,0,172,0
323,0,170,7
318,0,181,14
313,0,179,8
321,0,177,2
316,9,184,0
317,1,182,0
312,8,188,0
314,0,186,0
309,0,184,7
317,0,182,1
320,0,180,0
315,0,185,0
310,7,183,7
318,0,181,1
313,0,179,8
308,0,177,15
316,0,175,9
324,0,173,3
319,10,171,0
329,2,169,0
324,9,167,0
334,1,165,0
329,0,163,8
324,13,161,2
336,5,159,0
331,0,157,12
326,13,155,19
321,5,161,13
334,0,159,7
342,0,157,1
345,0,155,0
340,3,160,0
342,0,158,0
337,7,156,0
332,0,168,0
327,0,166,7
322,13,164,1
480,0,0,0
475,25,25,25
470,17,23,19
465,9,21,13
460,14,32,7
455,14,30,1
466,6,28,0
471,3,29,3
466,7,34,7
467,0,32,1
470,0,30,0
465,7,28,7
460,0,39,1
463,0,37,0
465,0,35,0
460,0,40,0
455,0,38,7
450,0,49,14
445,0,47,8
440,0,58,2
444,0,56,0
439,0,61,7
440,0,59,1
435,0,65,0
437,0,63,0
439,0,61,0
434,7,59,0
443,0,57,0
438,0,55,7
446,0,53,1
449,0,51,0
451,0,49,0
453,0,47,0
455,0,45,0
450,0,43,7
445,0,54,1
448,0,52,0
450,0,50,0
445,7,48,0
454,0,46,0
456,0,44,0
451,7,42,0
460,0,40,0
462,0,38,0
457,0,36,7
465,0,34,1
460,8,32,8
455,13,43,15
450,5,41,9
445,13,52,16
440,5,50,10
435,13,48,17
438,5,46,11
433,0,62,5
440,0,60,0
442,0,58,0
444,0,56,0
446,0,54,0
441,0,59,0
443,0,57,0
445,0,55,0
447,0,53,0
442,7,58,7
437,6,62,1
440,0,60,0
442,0,58,0
444,0,56,0
446,0,54,0
448,0,52,0
450,0,50,0
452,0,48,0
454,0,46,0
449,7,51,7
444,0,55,7
446,0,53,1
449,0,51,0
451,0,49,0
453,0,47,0
455,0,45,0
457,0,43,0
452,0,41,7
447,0,52,1
442,8,50,8
437,0,48,15
445,0,46,9
440,13,44,16
435,13,42,10
451,5,40,4
462,0,38,0
464,0,36,0
466,0,34,0
468,0,32,0
463,0,37,7
464,0,35,1
467,0,33,0
469,0,31,0
464,7,36,0
459,7,41,0
461,0,39,0
458,0,37,5
0,0,0,427
79,0,0,421
85,0,0,415
91,0,0,409
86,11,11,414
81,3,9,408
91,0,7,402
86,13,5,409
81,5,11,411
76,0,19,415
74,0,17,409
69,0,28,403
77,0,26,397
85,0,24,391
93,0,22,385
88,0,20,392
83,13,31,399
78,5,29,393
86,0,27,387
94,0,25,381
89,0,23,388
84,13,21,395
87,5,19,389
100,0,17,383
95,13,15,390
90,5,13,392
85,0,29,404
80,0,27,398
75,0,33,396
79,0,31,390
87,0,29,384
82,0,40,391
77,0,38,385
85,0,36,379
93,0,34,373
88,13,32,367
83,5,51,361
96,0,49,355
104,0,47,349
99,0,58,356
94,0,56,350
102,0,54,344
110,0,52,338
118,0,50,332
126,0,48,326
121,13,59,320
116,5,65,314
129,0,63,308
137,0,61,302
145,0,59,296
153,0,57,290
148,13,68,284
143,13,66,278
159,5,64,272
154,18,62,266
149,10,60,281
144,23,58,296
139,15,56,290
134,7,75,305
129,0,73,299
124,0,71,305
119,13,69,299
114,26,88,314
109,18,86,308
104,10,84,302
120,2,82,296
115,0,80,305
123,0,78,299
131,0,76,293
139,0,74,287
134,13,85,281
129,13,91,275
137,5,89,269
150,0,87,263
145,13,85,270
140,5,91,264
135,18,107,276
130,10,105,270
125,8,103,270
135,0,101,264
130,13,99,258
146,5,97,252
159,0,95,246
167,0,93,240
175,0,91,234
183,0,89,228
191,0,87,222
199,0,85,216
207,0,83,210
202,0,94,204
210,0,92,198
205,0,103,192
200,13,114,199
195,5,112,193
203,0,110,187
211,0,108,181
206,13,106,188
209,5,104,182
204,18,120,176
199,13,121,170
186,38,0,120
213,173,0,114
227,165,0,108
241,157,0,102
251,149,4,96
246,162,2,90
262,154,0,84
276,146,0,78
271,157,19,72
268,149,17,66
284,141,15,60
279,154,34,54
274,146,32,48
290,138,30,42
285,151,28,36
301,143,26,30
317,135,24,24
333,127,22,18
349,119,20,12
344,132,39,6
339,124,37,0
349,116,35,0
359,108,33,0
354,115,46,0
349,107,44,0
344,114,57,0
339,106,55,0
349,98,53,0
344,105,51,0
339,112,64,15
334,104,62,9
329,108,60,15
333,100,58,9
349,92,56,3
344,84,72,0
339,76,85,0
349,68,83,0
359,60,81,0
354,52,94,0
349,59,107,0
344,51,105,0
339,58,103,15
334,50,101,15
350,42,99,9
366,34,97,3
361,44,113,0
356,36,111,0
351,40,121,0
346,35,119,0
356,27,117,0
366,19,115,0
376,11,113,0
386,3,111,0
391,0,109,0
393,0,107,0
388,0,105,7
396,0,103,1
399,0,101,0
394,7,106,0
389,7,104,7
397,0,102,1
400,0,100,0
402,0,98,0
397,7,96,7
392,0,107,14
387,0,105,8
395,0,103,2
390,0,101,9
398,0,99,3
403,0,97,0
405,0,95,0
407,0,93,0
409,0,91,0
404,0,96,7
399,0,100,1
402,0,98,0
397,0,103,7
398,0,101,1
393,8,99,8
401,0,97,2
396,0,104,9
391,4,102,7
386,13,100,14
389,5,98,8
384,0,96,20
392,0,94,14
400,0,92,8
401,7,90,2
396,16,104,16
391,8,102,10
396,0,100,4
391,11,109,0
386,7,107,4
381,14,105,14
376,6,103,15
390,0,101,9
385,13,99,16
380,13,105,18
375,10,108,12
370,18,122,6
0,0,244,211
0,53,295,205
0,45,293,199
0,37,291,193
0,29,289,187
11,21,287,181
27,13,285,175
22,5,283,190
35,0,281,184
43,0,279,178
51,0,277,172
46,13,288,179
41,5,286,173
49,0,284,167
57,0,282,161
52,13,280,168
55,5,278,162
68,0,276,156
76,0,274,150
84,0,272,144
92,0,270,138
87,13,268,145
82,13,266,147
77,5,264,154
72,18,262,148
67,31,281,163
62,23,279,157
57,15,277,151
73,7,275,145
88,0,273,139
96,0,271,133
104,0,269,127
112,0,267,121
107,0,278,128
102,0,276,122
97,0,287,129
92,0,285,123
100,0,283,117
108,0,281,111
103,0,279,118
111,0,277,112
106,13,275,119
101,13,281,113
109,5,279,107
104,18,295,101
99,10,296,95
115,2,294,89
125,0,292,83
120,0,303,90
115,0,301,84
123,0,299,78
118,13,297,72
134,5,295,66
147,0,293,60
155,0,291,54
150,0,289,61
158,0,287,55
166,0,285,49
174,0,283,43
169,0,294,50
164,0,292,44
172,0,290,38
180,0,288,32
188,0,286,26
183,13,284,20
199,5,282,14
212,0,280,8
220,0,278,2
215,0,276,9
210,0,287,3
215,0,285,0
210,7,283,0
205,0,281,14
200,0,292,21
195,0,290,15
190,0,301,9
185,13,299,16
180,5,305,18
185,0,303,12
193,0,301,6
201,0,299,0
196,7,297,0
191,0,295,14
199,0,293,8
194,13,304,2
193,5,302,0
200,0,300,0
202,0,298,0
204,0,296,0
199,0,301,7
194,0,299,7
202,0,297,1
205,0,295,0
200,0,300,0
195,0,305,7
190,6,303,1
199,0,301,0
194,0,306,7
195,0,304,1
198,0,302,0
0,0,65,247
0,173,259,241
0,165,257,235
0,157,255,229
0,149,253,223
0,141,251,217
0,133,249,211
0,125,247,205
0,117,245,199
0,109,243,193
0,101,241,187
0,93,239,181
0,85,240,178
0,77,251,185
0,69,249,182
16,61,247,176
11,74,245,191
6,66,243,185
22,58,241,179
38,50,239,173
33,63,237,167
49,55,235,161
44,61,233,176
39,53,238,177
48,45,236,171
43,37,255,186
38,29,253,180
54,21,251,174
49,13,270,189
44,5,268,183
57,0,266,177
65,0,264,171
60,13,275,165
63,5,273,159
76,0,271,153
84,0,269,147
79,0,280,154
74,0,278,148
69,13,276,142
85,5,274,136
80,18,277,148
75,10,275,142
89,2,273,136
99,0,271,130
94,13,282,124
97,5,280,118
110,0,278,112
118,0,276,106
126,0,274,100
121,13,285,107
116,5,283,101
124,0,281,95
119,13,279,102
122,5,277,96
135,0,275,90
143,0,273,84
138,0,271,91
146,0,269,85
141,13,267,79
136,5,286,94
131,0,284,88
136,0,282,82
131,6,280,89
139,0,278,83
134,0,289,90
129,0,287,84
137,0,285,78
132,0,296,85
127,0,294,79
135,0,292,73
130,0,290,80
138,0,288,74
133,13,299,68
136,5,297,62
131,18,313,74
126,10,311,68
121,8,315,68
116,9,313,71
111,13,311,77
115,5,309,71
110,18,325,65
108,10,323,59
103,2,335,74
99,0,333,68
107,0,331,62
115,0,329,56
123,0,327,50
118,13,338,44
121,5,336,38
134,0,334,32
142,0,332,26
150,0,330,20
158,0,328,14
153,13,326,8
169,5,324,2
164,14,322,14
166,6,320,8
180,0,318,2
175,9,316,8
170,14,327,15
0,350,0,0
0,342,59,158
0,334,57,152
0,326,55,146
0,318,53,140
5,310,51,134
0,323,49,128
16,315,47,122
32,307,45,116
48,299,43,110
64,291,41,104
80,283,39,98
75,296,58,92
70,288,56,86
86,280,54,80
81,293,52,74
76,306,50,68
71,319,48,83
66,311,46,77
61,324,65,71
56,316,63,65
72,308,61,59
67,300,80,53
83,292,78,47
78,284,97,41
73,276,116,56
68,268,114,50
84,260,112,44
79,273,110,59
74,265,108,53
69,257,127,47
85,249,125,41
80,262,123,56
75,254,121,50
91,246,119,44
86,259,117,59
81,251,115,53
76,243,113,68
92,235,111,62
87,248,109,56
103,240,107,50
119,232,105,44
135,224,103,38
151,216,101,32
167,208,99,26
162,221,118,29
157,213,116,23
152,217,126,17
156,209,124,11
172,201,122,5
187,193,120,0
197,185,118,0
207,177,116,0
202,184,114,0
197,176,127,0
192,183,140,15
187,175,138,9
182,167,136,15
177,180,134,9
172,193,153,24
167,185,151,18
162,177,149,12
157,169,168,27
152,161,166,21
168,153,164,15
163,145,183,30
158,137,181,24
174,129,179,18
180,131,184,22
175,127,182,16
170,127,180,31
165,119,191,38
168,111,189,32
163,103,208,26
158,95,227,41
153,87,225,35
148,100,244,29
143,92,242,23
159,84,240,17
154,76,238,32
149,89,236,26
144,102,255,20
139,94,253,14
134,107,272,29
129,99,270,23
124,91,268,17
140,83,266,11
135,96,264,5
130,88,262,20
143,80,263,16
157,72,261,10
173,64,259,4
187,56,257,0
197,48,255,0
207,40,253,0
202,47,251,15
197,45,249,9
213,37,247,3
208,47,263,0
203,39,261,0
480,0,0,0
475,0,25,0
477,0,23,0
479,0,21,0
481,0,19,0
483,0,17,0
478,7,22,0
473,0,27,7
468,6,25,7
476,0,23,1
479,0,21,0
481,0,19,0
476,7,17,0
471,0,29,14
466,0,27,8
461,12,37,2
456,4,35,5
467,0,33,0
462,0,38,7
463,0,36,1
458,8,34,8
466,0,32,2
461,0,39,0
456,0,37,7
464,0,35,1
467,0,33,0
469,0,31,0
464,7,29,0
459,14,41,14
454,6,39,8
449,12,37,14
444,13,35,8
460,5,33,2
455,0,45,0
457,0,43,0
459,0,41,0
461,0,39,0
456,7,44,0
451,7,42,7
446,0,53,14
441,0,51,8
449,0,49,2
453,0,47,0
448,0,45,7
456,0,43,1
459,0,41,0
461,0,39,0
456,7,44,0
458,0,42,0
453,0,47,7
454,0,45,1
449,8,43,0
459,0,41,0
461,0,39,0
456,0,37,7
451,13,35,14
454,5,33,8
449,0,49,20
444,0,47,14
447,0,45,8
455,0,43,2
451,0,49,8
446,5,52,2
450,0,50,0
452,0,48,0
454,0,46,0
456,0,44,0
451,7,42,7
446,13,53,14
441,5,51,8
436,13,62,2
431,9,60,0
441,1,58,0
436,0,64,0
438,0,62,0
439,0,61,1
441,0,59,0
436,7,57,7
431,0,55,14
426,0,53,21
434,0,51,15
429,13,49,22
432,5,47,16
445,0,45,10
440,0,56,17
435,0,54,11
430,0,52,18
425,13,63,12
428,5,61,6
423,18,77,18
418,10,75,12
413,8,73,6
411,18,71,18
409,10,69,12
425,2,67,6
420,15,65,15
415,13,63,15
425,5,61,9
438,0,59,3
443,0,57,0
0,0,0,408
98,0,0,402
93,0,11,396
88,0,22,403
83,0,20,397
91,0,18,391
86,13,29,385
89,5,27,379
102,0,25,373
110,0,23,367
105,0,21,374
100,13,32,368
95,5,30,370
108,0,28,364
103,0,39,358
111,0,37,352
119,0,35,346
127,0,33,340
122,0,44,334
117,13,42,328
112,5,61,322
107,18,59,316
123,10,57,310
118,2,76,304
128,0,74,298
136,0,72,292
131,0,70,299
126,13,81,298
124,5,79,292
137,0,77,286
132,13,88,293
127,5,86,287
122,13,84,281
138,5,82,275
133,18,82,269
128,24,99,263
130,16,97,257
146,8,95,251
144,18,93,263
142,10,91,257
137,23,89,272
132,15,87,266
148,7,85,260
149,0,97,254
144,13,108,261
139,5,106,255
134,13,117,262
129,5,115,256
124,0,126,263
119,0,124,257
114,13,122,251
130,5,120,245
125,18,130,257
120,10,128,251
115,2,138,257
110,3,139,254
105,0,137,258
100,13,135,252
95,5,133,267
90,18,131,279
85,13,132,273
98,5,130,267
93,18,128,279
91,10,126,273
107,2,124,267
117,0,122,261
125,0,120,255
120,13,118,249
136,5,116,243
131,0,132,237
139,0,130,231
147,0,128,225
144,0,137,230
141,0,135,224
149,0,133,218
157,0,131,212
165,0,129,206
173,0,127,200
181,0,125,194
176,0,136,201
171,0,134,195
166,0,132,202
161,13,143,209
156,5,141,203
151,13,139,201
146,22,137,195
162,14,135,189
157,27,133,202
152,19,133,196
168,11,131,190
184,3,129,184
179,16,127,178
195,8,125,172
211,0,123,166
206,0,134,173
201,0,132,167
209,0,130,161
204,0,141,168
199,0,139,162
194,13,137,169
0,270,0,224
0,282,20,218
0,274,18,212
0,266,16,218
1,258,29,227
0,252,29,223
0,244,39,217
0,236,53,227
0,228,51,221
16,220,49,215
32,212,47,209
48,204,45,203
64,196,43,197
80,188,41,191
96,180,39,185
91,193,58,179
86,185,56,173
81,177,54,188
97,169,52,182
113,161,50,176
108,174,69,170
103,166,67,164
98,179,65,179
93,171,63,173
88,184,61,188
83,176,59,182
78,168,57,197
94,160,55,191
89,152,74,206
84,144,72,200
100,136,70,194
116,128,68,188
132,120,66,182
148,112,64,176
164,104,62,170
159,96,81,164
154,109,79,179
149,101,77,173
146,112,75,186
143,104,73,180
159,96,71,174
175,88,69,168
191,80,67,162
186,72,65,177
202,64,63,171
218,56,61,165
234,48,59,159
250,40,57,153
266,32,55,147
282,24,53,141
298,16,51,135
293,8,70,150
288,0,68,144
296,0,66,138
291,13,77,132
294,5,75,126
307,0,73,120
302,0,84,114
310,0,82,108
305,13,80,115
308,5,78,109
321,0,76,103
329,0,74,97
324,13,72,91
319,26,91,85
314,18,89,79
309,10,108,73
325,2,106,67
320,0,119,76
315,0,117,70
310,0,126,75
305,0,124,71
300,13,122,65
295,5,141,80
290,0,139,74
285,0,137,78
285,0,143,80
285,0,141,74
280,13,152,68
275,5,158,70
280,0,156,64
275,0,167,71
270,0,165,65
278,0,163,59
273,13,174,53
276,5,172,47
271,0,188,41
266,13,186,48
269,5,184,42
264,18,200,54
259,10,198,48
260,2,196,42
270,0,194,36
265,13,192,30
281,5,190,24
294,0,188,18
302,0,186,12
297,13,197,19
292,5,195,13
287,13,206,7
0,216,0,0
0,208,0,185
121,200,0,179
116,192,0,192
111,203,19,205
106,195,17,199
101,191,19,193
96,200,34,187
95,192,32,181
90,184,51,175
106,176,49,169
101,189,47,163
117,181,45,157
112,173,64,172
107,165,62,166
102,157,81,160
118,149,79,154
113,141,77,169
108,154,96,163
103,146,94,157
119,138,92,151
135,130,90,145
151,122,88,139
167,114,86,133
183,106,84,127
178,119,95,142
173,111,93,136
168,111,91,130
184,103,89,124
190,95,87,128
206,87,85,122
222,79,83,116
217,92,102,131
212,84,100,125
207,76,98,119
223,68,96,113
239,60,94,107
234,52,113,122
229,44,111,116
224,36,130,110
219,49,128,104
214,56,126,119
209,48,130,113
204,61,149,107
199,53,147,101
215,45,145,95
231,37,143,89
247,29,141,83
242,21,160,98
237,13,158,92
232,26,156,107
227,18,154,101
243,10,152,95
259,2,150,89
269,0,148,83
277,0,146,77
272,0,157,71
280,0,155,65
275,13,166,59
270,13,172,53
278,5,170,47
291,0,168,41
286,13,166,35
302,5,164,29
315,0,162,23
310,13,173,17
313,5,171,11
326,0,169,5
333,0,167,0
335,0,165,0
337,0,163,0
339,0,161,0
334,0,159,7
329,0,157,14
337,0,155,8
345,0,153,2
340,9,160,9
335,4,161,3
341,0,159,0
336,0,164,0
331,7,169,7
326,6,167,1
321,0,165,14
316,0,176,8
324,0,174,2
319,0,181,9
318,0,179,3
323,0,177,0
325,0,175,0
327,0,173,0
329,0,171,0
331,0,169,0
333,0,167,0
328,0,172,0
323,0,170,7
318,0,168,14
326,0,166,8
321,0,177,15
316,0,175,9
324,0,173,3
0,412,0,0
0,404,0,96
0,410,14,104
0,402,12,98
4,394,10,92
20,386,8,86
15,399,27,80
10,391,25,74
26,383,23,68
42,375,21,62
37,367,40,77
32,359,38,71
27,372,57,86
22,364,55,80
17,356,53,74
12,348,72,89
7,340,70,83
23,332,68,77
39,324,66,71
34,316,85,86
29,308,83,80
24,321,81,95
19,313,79,89
14,305,77,104
9,297,96,119
4,289,94,113
0,301,112,107
0,293,110,101
0,285,120,95
16,277,118,89
32,269,116,83
27,282,135,98
22,274,133,92
17,266,131,86
12,258,150,84
24,250,148,78
19,242,167,93
14,234,165,87
30,226,163,81
46,218,161,75
62,210,159,69
57,223,157,84
52,215,155,78
47,228,153,72
42,220,172,87
37,212,170,81
53,204,168,75
69,196,166,69
64,189,164,84
59,201,162,98
54,193,160,93
49,185,179,87
65,177,177,81
81,169,175,75
76,182,194,90
71,174,192,84
66,166,190,78
82,158,188,72
77,171,186,66
75,181,202,60
73,173,200,54
68,186,198,69
63,178,196,63
58,191,215,57
53,183,213,51
69,175,211,45
85,167,209,39
101,159,207,33
96,172,226,48
91,164,224,42
86,156,222,36
81,169,220,30
97,161,218,24
92,174,237,39
87,166,235,33
82,158,233,27
77,157,231,42
72,149,243,36
67,162,262,51
62,154,260,45
57,146,258,39
52,138,256,54
61,137,261,48
56,143,259,42
58,135,271,50
60,127,269,44
76,119,267,38
92,111,265,32
87,124,263,26
82,116,261,41
77,129,280,35
72,121,278,29
67,113,297,44
62,105,295,38
57,118,293,53
52,110,291,47
47,123,310,62
42,115,308,56
37,107,306,50
53,99,304,44
324,0,0,0
500,0,0,0
495,5,5,0
490,7,10,0
485,0,15,0
480,7,13,7
488,0,11,1
491,0,9,0
486,0,14,7
487,0,12,1
482,8,10,8
477,13,21,15
472,5,19,9
467,13,17,3
480,5,15,0
487,0,13,0
489,0,11,0
491,0,9,0
486,0,7,7
494,0,5,1
489,0,11,8
489,0,9,2
493,0,7,0
488,7,5,0
483,0,3,14
491,0,1,8
486,0,12,14
481,0,11,8
489,0,9,2
493,0,7,0
488,7,5,0
483,0,3,14
491,0,1,8
498,0,0,2
500,0,0,0
495,0,5,5
490,7,10,0
492,0,8,0
494,0,6,0
489,7,4,7
484,13,2,14
487,5,0,8
498,0,0,2
493,0,7,7
494,0,5,1
497,0,3,0
499,0,1,0
494,6,6,0
496,0,4,0
491,0,9,0
493,0,7,0
495,0,5,0
490,0,10,0
492,0,8,0
487,0,6,7
482,13,4,14
485,5,2,8
480,18,0,2
490,10,0,0
498,2,0,0
500,0,0,0
500,0,0,0
495,5,0,5
500,0,0,0
495,0,5,0
497,0,3,0
499,0,1,0
494,6,6,0
489,7,4,7
484,13,2,1
485,5,0,10
480,16,0,13
475,18,0,7
470,29,0,1
465,35,14,1
461,27,12,0
456,34,10,15
451,32,8,15
446,39,6,24
441,37,4,24
436,29,17,33
437,21,15,27
432,34,13,42
427,26,11,36
443,18,9,30
459,10,7,24
475,2,5,18
477,8,11,20
472,0,9,19
480,0,7,13
475,13,5,7
470,5,3,22
465,0,19,16
473,0,17,10
481,0,15,4
476,11,13,11
481,3,11,5
491,0,9,0
493,0,7,0
495,0,5,0
0,0,0,469
37,0,0,463
43,0,0,457
38,11,11,462
33,3,9,456
28,0,22,450
36,0,20,444
44,0,18,438
39,13,29,445
34,5,27,439
42,0,25,433
37,0,36,440
32,0,34,434
40,0,32,428
48,0,30,422
43,13,28,429
46,5,26,423
59,0,24,417
67,0,22,411
62,13,20,405
78,5,18,399
73,18,16,411
68,13,14,408
63,5,30,420
58,0,28,414
53,0,39,421
48,0,37,415
56,0,35,409
64,0,33,403
59,13,31,397
54,5,50,391
49,10,66,403
44,2,64,397
44,3,62,394
39,0,60,401
34,0,71,395
29,13,69,402
32,5,67,396
45,0,65,390
53,0,63,384
61,0,61,378
56,13,59,372
72,5,57,366
79,6,55,360
93,0,53,354
88,13,64,361
83,5,62,355
91,0,60,349
86,13,58,356
89,5,56,350
102,0,54,344
97,0,52,351
105,0,50,345
113,0,48,339
108,0,59,333
116,0,57,327
124,0,55,321
119,13,66,328
114,5,64,322
122,0,62,316
130,0,60,310
125,0,58,317
120,13,69,311
123,5,67,305
136,0,65,299
144,0,63,293
152,0,61,287
147,0,72,294
142,0,70,288
137,13,68,295
140,5,66,289
153,0,64,283
148,13,75,290
143,5,73,284
151,0,71,278
159,0,69,272
154,13,67,266
170,5,65,260
183,0,63,254
178,13,69,248
173,18,67,242
189,10,65,236
205,2,63,230
200,0,65,239
195,9,72,242
190,4,70,239
199,0,68,233
194,0,66,240
202,0,64,234
197,13,62,241
192,13,68,243
192,5,66,237
187,0,82,249
182,0,80,243
185,0,78,237
180,13,76,244
175,5,82,246
180,0,80,240
188,0,78,234
183,0,89,228
0,155,0,211
148,147,0,205
143,158,0,218
138,150,0,212
152,142,0,206
166,134,0,200
161,126,19,213
158,118,17,207
174,110,15,201
169,123,34,195
164,115,32,189
180,107,30,183
180,115,44,190
175,107,42,184
183,99,40,178
178,91,38,193
194,83,36,187
210,75,34,181
205,67,53,196
200,59,51,190
195,72,64,205
190,64,62,199
185,56,66,193
201,48,64,187
196,40,62,202
191,53,81,213
186,45,79,207
181,41,77,205
193,33,75,199
188,25,94,214
183,17,92,208
178,9,90,223
194,1,88,217
203,0,86,211
198,13,84,205
214,5,82,199
209,0,98,211
204,0,96,205
207,0,94,199
202,0,105,206
197,0,103,200
192,0,101,207
200,0,99,201
208,0,97,195
216,0,95,189
211,0,106,196
206,0,104,190
214,0,102,184
222,0,100,178
230,0,98,172
238,0,96,166
246,0,94,160
241,13,92,154
236,26,90,148
252,18,88,142
268,10,86,136
284,2,84,130
279,0,97,139
274,0,95,133
280,0,93,127
